Age,Gender,Years at address,Employment status,Country,Current debt,Postcode,Income,Own home,CCJs,Loan amount,Outcome
39,M,14,Unemployed,UK,7290,BT38 8LZ,48500,Own,0,29702,Defaulted
83,F,65,Unemployed,UK,2570,E2 7RJ,18500,Mortgage,1,18319,Defaulted
51,M,12,Self Employed,UK,6460,NR34 9NE,21500,Mortgage,1,5564,Defaulted
33,M,11,Self Employed,UK,780,NN13 5QH,48500,Own,3,34367,Defaulted
80,M,30,Self Employed,UK,720,BT52 1QT,51000,Own,0,33748,Defaulted
80,F,58,Self Employed,UK,8960,BT20 5HN,42500,Own,3,39559,Defaulted
48,M,16,Self Employed,UK,960,SW16 1UP,54500,Own,2,49584,Defaulted
70,F,48,Employed,UK,4190,HA5 2BG,48000,Mortgage,2,27908,Defaulted
29,F,4,Self Employed,UK,1600,W11 2LE,13000,Own,0,769,Paid
25,F,8,Self Employed,UK,6130,BR2 8QG,40000,Own,0,25885,Paid
64,M,1,Self Employed,UK,60,BT38 9EL,46500,Mortgage,0,35463,Defaulted
33,M,10,Self Employed,UK,140,LN8 3FB,48000,Mortgage,1,34162,Defaulted
33,M,4,Self Employed,UK,9980,SW6 5TL,46000,Own,0,19991,Defaulted
41,F,10,Unemployed,UK,1030,E17 6PB,47000,Own,3,18887,Defaulted
86,F,18,Self Employed,UK,2560,BT62 2LB,28500,Mortgage,1,26412,Defaulted
21,F,1,Employed,UK,9740,BT28 3JH,34000,Mortgage,3,24598,Defaulted
79,F,3,Unemployed,UK,2310,AL2 3AT,14000,Own,0,2657,Defaulted
26,F,6,Self Employed,UK,7000,SW1W 8RQ,52000,Own,0,43816,Paid
75,F,58,Self Employed,UK,6540,PE8 4BW,33000,Mortgage,0,5940,Paid
54,M,26,Unemployed,UK,7140,BN20 0JZ,54000,Own,0,50405,Defaulted
38,M,18,Self Employed,UK,4730,HR8 1AR,54500,Mortgage,1,15053,Defaulted
53,M,11,Self Employed,UK,1580,BT9 5JN,35000,Own,3,30225,Paid
83,F,59,Employed,UK,3450,G44 3HA,35500,Mortgage,1,26539,Defaulted
80,M,61,Self Employed,UK,2200,PH7 4DY,51500,Rent,0,5697,Paid
59,M,7,Self Employed,UK,10,G61 3LY,11500,Own,2,8835,Defaulted
67,M,9,Unemployed,UK,8070,KT24 5JE,50500,Own,1,33533,Defaulted
71,F,2,Self Employed,UK,1400,SW17 7DX,44000,Mortgage,1,43029,Paid
45,M,28,Employed,UK,2930,GU25 4NP,50000,Own,2,16619,Paid
66,M,39,Self Employed,UK,390,CM23 5JB,22500,Mortgage,1,7581,Defaulted
71,F,30,Self Employed,UK,2600,PH5 2BB,14000,Mortgage,3,2476,Defaulted
65,M,21,Employed,UK,3320,CV22 6NP,25500,Own,0,3124,Paid
30,F,6,Unemployed,UK,1180,SW20 8TS,51500,Mortgage,0,9659,Defaulted
87,M,70,Employed,UK,4340,WC1B 5AE,36000,Mortgage,0,5605,Paid
47,F,21,Unemployed,UK,6870,YO51 9NE,25000,Own,1,18762,Paid
77,F,30,Self Employed,UK,0,N7 9JD,32500,Mortgage,1,26683,Paid
84,M,28,Unemployed,UK,8380,BT9 7JF,41500,Mortgage,0,38201,Defaulted
58,F,5,Unemployed,UK,7650,YO60 7HE,54000,Rent,3,31259,Defaulted
63,M,12,Self Employed,UK,860,NN7 4NH,23500,Own,1,4520,Defaulted
45,F,26,Employed,UK,7470,LA12 7BX,26500,Mortgage,3,21833,Paid
87,F,70,Unemployed,UK,4550,BH1 3TA,22000,Own,2,15641,Paid
72,M,16,Self Employed,UK,2170,B14 6AB,50000,Mortgage,3,21827,Defaulted
41,M,15,Employed,UK,0,CT10 2SE,45000,Own,0,4537,Defaulted
47,M,9,Employed,UK,8800,W7 3HU,43500,Mortgage,0,37657,Defaulted
24,F,3,Unemployed,UK,1620,CH49 6LE,47000,Own,1,11154,Defaulted
21,F,4,Employed,UK,20,SP5 4BZ,23000,Mortgage,3,3175,Defaulted
17,F,1,Unemployed,UK,420,SW3 4TE,45500,Mortgage,1,11857,Paid
53,M,15,Self Employed,UK,1930,NW3 4ND,22500,Mortgage,1,13663,Defaulted
34,M,6,Unemployed,UK,2920,TW10 6BG,50500,Own,3,28589,Defaulted
48,M,22,Unemployed,UK,2510,GU8 4TA,51000,Rent,1,19393,Paid
33,F,4,Employed,UK,4970,CV36 5HS,29500,Own,3,10010,Defaulted
48,F,15,Unemployed,UK,9950,SW7 1AB,20000,Own,3,1017,Defaulted
19,F,2,Unemployed,UK,3120,GY5 7JN,28500,Own,0,22479,Defaulted
68,F,51,Employed,UK,100,N4 2SU,52500,Mortgage,0,26198,Defaulted
81,F,17,Self Employed,UK,4000,NN7 4NS,46000,Mortgage,3,28930,Defaulted
70,M,11,Self Employed,UK,990,SL6 0LN,44500,Rent,3,29350,Defaulted
83,F,56,Unemployed,UK,3170,BT23 6BD,38500,Mortgage,0,10089,Paid
34,F,16,Self Employed,UK,6920,BN3 4GG,40000,Own,0,9609,Paid
74,F,36,Unemployed,UK,9220,GU27 3TD,26000,Own,1,10398,Defaulted
24,F,6,Employed,UK,8040,BT4 2GB,54000,Mortgage,0,21969,Defaulted
56,F,32,Self Employed,UK,0,E5 0RR,52500,Own,3,35471,Defaulted
69,F,32,Self Employed,UK,430,HG4 2TE,50000,Own,0,15183,Paid
17,F,1,Self Employed,UK,4570,NG31 8AN,29000,Mortgage,0,9488,Defaulted
30,F,13,Unemployed,UK,5170,SY10 8EJ,37500,Mortgage,1,36389,Paid
75,F,32,Self Employed,UK,560,BH1 3PF,11500,Own,0,3463,Paid
84,M,45,Unemployed,UK,1210,BT56 8NP,33500,Mortgage,2,24692,Paid
63,F,4,Unemployed,UK,2470,AL5 5PD,11500,Own,0,11215,Defaulted
42,M,23,Unemployed,UK,3610,BT79 9ED,27000,Own,0,24933,Defaulted
53,M,12,Unemployed,UK,1230,HP1 1PF,54500,Rent,0,10407,Defaulted
54,F,10,Self Employed,UK,2040,BT15 4AF,36500,Own,2,18000,Defaulted
52,M,13,Unemployed,UK,5170,SW11 3EZ,14500,Own,1,5773,Paid
85,F,63,Self Employed,UK,1650,TN33 0JL,46000,Rent,0,1238,Paid
67,F,29,Employed,UK,10,N20 0JZ,22500,Own,0,6250,Paid
45,F,24,Unemployed,UK,2960,BB1 2RB,54500,Rent,0,37607,Defaulted
39,F,5,Unemployed,UK,960,CB3 6FY,32000,Mortgage,1,13496,Paid
71,F,7,Employed,UK,1360,BT51 4XF,47500,Rent,3,14293,Defaulted
24,F,5,Employed,UK,7060,SS1 3NR,42500,Mortgage,1,1048,Paid
21,M,3,Unemployed,UK,290,IP1 2EX,45000,Own,2,24088,Paid
47,M,6,Self Employed,UK,410,BT6 9DU,51000,Own,2,23816,Defaulted
74,M,18,Unemployed,UK,8450,NP11 4GJ,40000,Mortgage,2,26267,Paid
38,M,3,Unemployed,UK,4660,S17 4QF,50000,Mortgage,2,14823,Defaulted
24,F,5,Employed,UK,6740,HA6 2TS,49000,Mortgage,0,45681,Paid
66,M,24,Self Employed,Spain,1050,W6 9LT,17500,Own,0,10548,Paid
23,F,3,Unemployed,UK,9360,DG1 2LZ,41000,Mortgage,0,36383,Defaulted
53,F,35,Unemployed,UK,3330,CW5 5GG,29000,Own,0,20759,Paid
86,F,43,Employed,UK,1470,EX2 4TR,43000,Own,1,8641,Paid
65,F,32,Self Employed,UK,2580,HG4 4HY,35000,Mortgage,2,19045,Defaulted
30,M,1,Self Employed,UK,150,RM4 1EX,51500,Own,0,29792,Paid
78,F,25,Self Employed,UK,4350,SP7 8HQ,34500,Mortgage,3,31999,Defaulted
51,F,4,Self Employed,UK,270,CM14 5WW,29500,Mortgage,1,18709,Paid
56,M,37,Unemployed,UK,8380,ME14 4BS,53000,Own,2,47823,Paid
76,F,35,Self Employed,UK,1140,TW10 6BG,37000,Mortgage,1,25478,Paid
71,F,37,Employed,UK,6880,SA67 8LZ,37500,Own,2,27937,Paid
57,M,28,Employed,UK,8740,IV15 9UR,52000,Mortgage,0,50778,Defaulted
85,M,25,Self Employed,UK,1100,N16 9AA,46000,Own,2,37818,Paid
78,F,1,Self Employed,UK,8980,CR5 1NX,29500,Mortgage,0,23517,Defaulted
84,F,5,Employed,UK,4960,BT44 0NQ,52000,Mortgage,1,42590,Paid
47,M,11,Unemployed,UK,5360,SG4 9PN,24500,Own,0,6340,Paid
85,M,50,Self Employed,UK,9580,LA23 1JA,37500,Own,0,27079,Paid
52,M,32,Employed,UK,2370,PO33 2AN,35000,Own,3,28963,Paid
41,M,17,Unemployed,UK,8550,BH4 8AS,52000,Mortgage,1,32625,Defaulted
30,M,13,Self Employed,UK,570,LS16 7AD,42500,Own,3,38962,Defaulted
33,F,6,Self Employed,UK,5240,IP20 9DG,47500,Own,0,43214,Defaulted
62,F,7,Unemployed,UK,1310,IV2 3DJ,48000,Mortgage,0,45557,Defaulted
23,M,3,Self Employed,UK,3920,WR9 7EU,52000,Mortgage,3,38960,Defaulted
72,M,47,Unemployed,UK,5860,CF11 8DZ,31000,Own,3,14565,Defaulted
77,F,2,Self Employed,UK,2240,BT23 5PL,49000,Mortgage,0,22937,Defaulted
85,M,52,Employed,UK,9980,BH8 0BB,37000,Rent,0,9194,Paid
41,M,22,Employed,UK,130,SE26 6NR,31500,Mortgage,0,25260,Defaulted
30,F,1,Unemployed,UK,760,TN4 8DS,33000,Own,0,8529,Paid
65,F,11,Unemployed,UK,1030,OX13 6NQ,48500,Own,0,21953,Paid
58,F,3,Self Employed,UK,5060,EX14 1AB,32000,Own,0,4145,Defaulted
36,M,2,Self Employed,UK,80,SM2 5NJ,39000,Own,0,9827,Defaulted
87,F,15,Self Employed,UK,450,B29 7JH,51000,Rent,0,39113,Paid
31,F,9,Employed,UK,1930,BT60 4RG,41500,Mortgage,2,36367,Defaulted
75,F,2,Self Employed,UK,1410,NR35 2JL,33000,Own,0,15375,Paid
51,F,21,Self Employed,UK,330,GU28 9JU,16000,Own,0,3532,Paid
21,F,2,Self Employed,UK,7150,BT8 8JT,22000,Mortgage,0,2580,Paid
77,F,35,Self Employed,UK,2430,PA34 4AL,40500,Mortgage,2,5747,Defaulted
85,M,10,Self Employed,UK,3460,BH24 2JY,51000,Own,0,1584,Paid
60,M,21,Self Employed,UK,8630,BN3 3RT,40000,Own,3,22494,Defaulted
34,M,8,Employed,UK,2200,BS31 3EG,35000,Rent,0,15151,Paid
88,F,37,Unemployed,UK,3350,YO62 5EJ,36000,Mortgage,2,19773,Defaulted
52,F,32,Unemployed,UK,3870,EH7 4NA,46000,Rent,3,38405,Defaulted
89,F,54,Self Employed,UK,9800,NR21 0DN,51000,Rent,1,12184,Defaulted
37,F,17,Unemployed,UK,6320,WR12 7AJ,50500,Own,1,11260,Defaulted
60,F,16,Unemployed,UK,2630,BN3 1FB,37000,Own,0,30007,Paid
25,F,8,Employed,UK,60,NW3 2YT,37000,Mortgage,3,35074,Defaulted
63,F,1,Unemployed,UK,5790,BT27 5TJ,40500,Rent,0,8089,Paid
78,M,36,Self Employed,UK,7020,TA15 6XG,49500,Own,2,48566,Defaulted
82,M,55,Self Employed,UK,8790,EX34 9SU,49500,Rent,1,24016,Defaulted
67,M,44,Unemployed,UK,1000,IM4 7EG,34500,Mortgage,0,20360,Paid
43,F,10,Self Employed,UK,3330,DD2 2DY,21000,Own,0,7461,Paid
83,M,2,Self Employed,UK,6760,TN13 3AU,21000,Own,0,16895,Paid
79,F,56,Unemployed,UK,330,LN4 1QB,42500,Own,1,13856,Paid
62,M,20,Unemployed,UK,1250,TW16 6QP,23000,Own,2,3054,Defaulted
57,F,28,Self Employed,UK,10,DE45 1AT,18500,Own,0,3219,Paid
66,M,28,Self Employed,UK,1770,SW1X 0DJ,50500,Mortgage,2,38826,Defaulted
70,M,11,Self Employed,UK,3010,GY1 2LT,50000,Own,3,39821,Defaulted
83,F,28,Self Employed,UK,50,WA4 3JG,34500,Own,0,20386,Paid
36,M,12,Unemployed,UK,2660,LN2 4GF,16000,Own,0,15388,Paid
63,F,6,Employed,UK,110,BN27 3XG,46500,Own,2,41485,Paid
67,F,16,Self Employed,UK,340,BH13 7NB,23500,Rent,3,7033,Paid
26,F,1,Unemployed,UK,5890,CW8 4DN,45500,Mortgage,2,17085,Paid
28,M,5,Self Employed,UK,6260,SW1W 0RB,29000,Own,1,28689,Paid
60,F,15,Unemployed,UK,4330,SM1 4PD,45500,Mortgage,1,26590,Paid
40,M,12,Self Employed,UK,3820,LS29 0QZ,48500,Own,1,18795,Defaulted
70,M,12,Unemployed,UK,1130,EX14 9TS,20000,Mortgage,0,4280,Defaulted
88,F,20,Unemployed,UK,8940,OX5 2YE,46000,Mortgage,3,15045,Defaulted
25,F,7,Self Employed,UK,3540,GU7 1RE,37000,Mortgage,0,26393,Paid
57,M,18,Self Employed,UK,380,SG6 3HF,30000,Mortgage,2,14591,Defaulted
79,F,10,Unemployed,UK,1040,WR13 5BE,39500,Own,2,25703,Defaulted
26,M,7,Self Employed,UK,4060,EH10 4HU,25000,Own,2,10139,Defaulted
83,F,36,Self Employed,UK,820,RH4 2JJ,34500,Rent,2,25737,Defaulted
84,F,43,Self Employed,UK,4800,PO6 2PN,53000,Own,0,32495,Paid
81,F,24,Self Employed,UK,4760,SS9 2HX,25500,Mortgage,1,11392,Defaulted
50,M,4,Self Employed,UK,3160,CV37 7EU,36500,Own,1,22473,Paid
52,F,14,Employed,UK,4840,IM4 7PY,32000,Own,2,3358,Paid
58,M,30,Self Employed,UK,1890,BH14 0DH,36500,Own,1,33368,Paid
59,M,26,Unemployed,UK,1930,PO20 8LH,50000,Rent,3,43519,Defaulted
38,M,21,Unemployed,UK,4520,SW2 5HN,15500,Mortgage,2,13930,Defaulted
56,F,1,Self Employed,UK,7820,CM7 3JU,30000,Own,2,15450,Defaulted
24,F,2,Self Employed,UK,2180,IP16 4LT,47000,Mortgage,2,27726,Defaulted
77,F,45,Employed,UK,570,NW6 2AT,49000,Mortgage,0,12656,Paid
31,F,5,Self Employed,UK,4580,WA15 7LJ,35500,Mortgage,0,13836,Defaulted
46,F,6,Unemployed,UK,820,DL2 1SN,52000,Own,3,12027,Defaulted
61,M,9,Unemployed,UK,1950,LE15 7SJ,42500,Rent,0,10111,Paid
89,F,31,Self Employed,UK,390,PH6 2NW,31500,Own,2,20916,Defaulted
53,M,22,Employed,UK,6160,PO6 2ER,30500,Own,1,16014,Defaulted
73,F,45,Employed,UK,4090,BN16 3AT,53000,Mortgage,2,43116,Defaulted
55,F,38,Self Employed,UK,2700,BT28 2LH,19500,Rent,0,15746,Paid
73,M,34,Self Employed,UK,2150,SE26 6UN,48000,Own,2,45516,Defaulted
18,F,1,Self Employed,UK,7690,DT11 9BY,30000,Mortgage,0,11729,Defaulted
88,M,39,Employed,UK,930,KY13 9JN,28000,Own,1,6641,Paid
88,M,20,Unemployed,UK,3520,BT79 0YD,21000,Mortgage,2,17222,Paid
80,F,7,Self Employed,UK,1550,PA27 8BZ,45500,Own,0,40126,Paid
47,M,1,Unemployed,UK,2560,EX17 6RA,30500,Own,0,25813,Paid
60,M,25,Self Employed,UK,2750,LS29 8QA,32000,Mortgage,0,31577,Paid
17,M,1,Unemployed,UK,170,BT47 6FY,26000,Own,0,1363,Defaulted
83,F,20,Unemployed,UK,650,M20 2BG,46500,Own,0,42450,Paid
53,F,3,Self Employed,UK,3340,SW19 6NX,51500,Rent,0,14188,Defaulted
77,M,53,Unemployed,UK,2520,CF23 6NE,51000,Mortgage,0,32382,Defaulted
33,F,12,Unemployed,UK,400,PE6 7ET,49000,Own,1,21223,Defaulted
51,M,17,Self Employed,UK,4330,BT79 9DX,37000,Mortgage,1,25172,Paid
53,M,8,Self Employed,UK,5580,IV6 7XA,49000,Mortgage,2,46720,Paid
39,M,18,Self Employed,UK,2730,EH48 2FF,53000,Mortgage,0,35749,Paid
46,M,11,Unemployed,UK,3090,KY16 9AZ,51500,Own,2,1374,Defaulted
35,M,12,Self Employed,UK,20,PE9 2QE,46000,Own,0,8176,Paid
54,M,33,Unemployed,UK,2640,BT23 6RE,35500,Mortgage,1,23907,Paid
30,M,13,Self Employed,UK,1550,HU18 1QZ,37000,Mortgage,1,3883,Paid
65,F,37,Self Employed,UK,2520,TN34 1TG,30500,Rent,0,28947,Paid
63,F,36,Unemployed,UK,7430,SL2 3TL,8000,Mortgage,1,4226,Paid
55,F,6,Self Employed,UK,3130,LU7 2TR,48000,Own,3,28652,Paid
81,M,40,Self Employed,UK,30,IV31 6JJ,44500,Rent,0,28336,Paid
50,F,2,Unemployed,UK,2440,GL18 1QR,51500,Mortgage,3,47751,Defaulted
43,M,2,Self Employed,UK,9450,EN3 4RS,38000,Own,0,18411,Defaulted
58,F,3,Unemployed,UK,1490,IG9 5SQ,35000,Rent,0,23890,Defaulted
38,M,10,Employed,UK,7120,EX5 4BR,27000,Mortgage,1,9582,Defaulted
74,F,29,Unemployed,UK,3410,BS8 4PS,41000,Own,0,11284,Paid
27,F,4,Self Employed,UK,2800,MK18 2LF,30500,Mortgage,1,28950,Paid
81,F,9,Unemployed,UK,1090,TN17 4LD,26000,Own,0,18497,Paid
61,F,9,Employed,UK,120,BN42 4SR,48500,Own,1,34253,Paid
70,M,11,Self Employed,UK,3850,CV37 6YW,31500,Mortgage,0,8931,Defaulted
77,F,39,Self Employed,UK,250,TN38 0AQ,45000,Mortgage,0,17268,Paid
69,F,31,Self Employed,UK,770,IM9 5QA,37500,Own,2,36332,Defaulted
59,M,36,Retired,UK,140,W11 4LR,50000,Mortgage,0,14904,Defaulted
51,M,10,Unemployed,UK,1720,EX14 9JY,32500,Own,3,13557,Defaulted
63,M,1,Self Employed,UK,0,CM13 2QD,43500,Rent,0,13941,Paid
43,M,26,Unemployed,UK,0,CB3 6FQ,45500,Own,3,32940,Defaulted
88,F,58,Self Employed,UK,3980,DA13 0XH,54500,Own,3,24770,Defaulted
22,M,5,Self Employed,UK,6260,NR21 7LF,12500,Rent,0,4799,Paid
51,M,23,Unemployed,UK,5840,BN3 1DF,51000,Own,0,28359,Paid
68,M,43,Self Employed,UK,5610,CF24 3NW,34500,Own,1,23369,Defaulted
40,M,20,Employed,UK,1480,LS7 2EZ,54500,Mortgage,0,3974,Paid
17,F,1,Unemployed,UK,2100,SK11 9RZ,18000,Rent,0,7214,Paid
25,F,7,Unemployed,UK,10,RG8 7JQ,53000,Own,0,15015,Paid
82,F,64,Self Employed,UK,3320,N2 9DY,15000,Own,2,11419,Paid
23,M,1,Unemployed,UK,4420,OX18 1FH,41500,Own,0,2458,Defaulted
26,M,2,Self Employed,UK,220,W12 7BG,45000,Rent,0,43697,Paid
21,M,4,Self Employed,UK,1550,G84 9QX,32000,Mortgage,0,26127,Defaulted
54,M,11,Self Employed,UK,700,AL5 5ST,52500,Own,0,35930,Paid
37,M,9,Self Employed,UK,350,N5 2DG,17000,Own,1,8857,Defaulted
30,M,3,Self Employed,UK,5780,BS6 5SJ,43500,Rent,3,20719,Defaulted
28,M,1,Employed,UK,3820,TN1 2BB,16500,Mortgage,0,1416,Defaulted
55,F,25,Unemployed,UK,6130,SE20 8ET,41500,Mortgage,0,7140,Paid
41,M,8,Unemployed,UK,300,HP16 0PQ,17500,Own,1,5686,Paid
52,F,1,Unemployed,UK,8810,NN4 9SE,17000,Own,3,9777,Defaulted
33,F,10,Self Employed,UK,50,BT5 6JL,47500,Own,0,24551,Paid
54,F,14,Unemployed,UK,50,LL40 1LY,40500,Own,1,31086,Paid
17,F,1,Employed,UK,8940,BN20 7TQ,47000,Mortgage,0,5315,Defaulted
52,M,20,Self Employed,UK,2310,SA3 1PJ,23500,Own,2,14845,Defaulted
50,F,20,Self Employed,UK,1630,OX15 0SB,46500,Own,0,28449,Paid
61,F,26,Self Employed,UK,0,WR14 4PE,38000,Own,0,4483,Paid
69,F,10,Unemployed,UK,7370,GU6 8PD,45000,Own,0,19960,Paid
27,M,1,Unemployed,UK,4970,LE8 0SF,33500,Mortgage,0,23788,Defaulted
55,M,33,Self Employed,UK,4200,FY8 4QT,40500,Own,0,17511,Paid
76,F,40,Self Employed,UK,8760,BT61 9JT,21000,Own,3,2968,Defaulted
72,M,20,Self Employed,UK,870,IG10 1TZ,38000,Mortgage,3,22089,Defaulted
59,M,39,Self Employed,UK,7030,SE23 2EA,17500,Mortgage,1,14776,Defaulted
72,M,55,Employed,UK,3410,IG10 1NS,13000,Own,3,8360,Defaulted
44,F,13,Unemployed,UK,4980,PE30 1DB,51500,Mortgage,3,26694,Defaulted
87,M,10,Self Employed,UK,8170,KT13 0HR,39500,Rent,1,14892,Defaulted
82,M,21,Employed,UK,40,WS13 7AT,29500,Own,0,13352,Paid
84,M,33,Self Employed,UK,1140,SO40 2LR,50000,Mortgage,1,22787,Paid
39,F,13,Unemployed,UK,20,G53 7UF,51000,Own,0,37259,Paid
43,F,18,Self Employed,UK,8490,GL9 1AQ,33000,Mortgage,0,2158,Defaulted
67,F,40,Self Employed,UK,30,GL6 9AL,52500,Own,2,30851,Defaulted
74,M,55,Unemployed,UK,9860,IP17 1BB,36000,Own,2,12609,Defaulted
20,F,1,Self Employed,Germany,410,KT13 0AD,27500,Own,2,11059,Defaulted
56,F,14,Self Employed,UK,8200,EH6 8ED,33500,Own,0,3685,Defaulted
65,M,17,Self Employed,UK,980,W12 9SJ,53000,Own,3,2969,Defaulted
59,M,37,Unemployed,UK,3400,SY14 7DQ,20500,Own,2,9202,Defaulted
50,M,20,Self Employed,UK,6050,SO32 1AB,45500,Mortgage,2,22440,Defaulted
25,M,3,Unemployed,UK,5520,PO20 8NQ,52000,Own,2,44179,Defaulted
68,M,40,Self Employed,UK,4700,BT55 7DJ,36500,Rent,3,32531,Paid
61,M,41,Self Employed,UK,750,BT82 8AF,16500,Mortgage,0,5304,Paid
50,F,18,Self Employed,UK,3490,CV35 0TR,40000,Own,0,9671,Paid
70,M,23,Self Employed,UK,3310,GU52 6HU,52500,Own,3,33190,Paid
89,F,19,Self Employed,UK,450,LA1 5EJ,40000,Mortgage,1,22093,Defaulted
65,F,6,Employed,UK,0,HD8 9DH,52500,Own,0,26948,Paid
38,M,14,Employed,UK,2690,CM3 4BG,54000,Own,0,45634,Paid
23,M,2,Self Employed,UK,140,SE5 7EB,18000,Mortgage,1,9923,Paid
42,M,3,Self Employed,UK,10,RG6 5SJ,49000,Own,0,3835,Defaulted
64,F,15,Unemployed,UK,1680,LS29 0QX,47000,Mortgage,0,9852,Paid
81,M,15,Self Employed,UK,330,SW11 2QD,48000,Mortgage,2,11867,Defaulted
74,F,56,Unemployed,UK,0,AB10 6BW,31000,Own,1,22692,Paid
84,M,42,Employed,UK,1730,OX1 3PG,30500,Own,0,5410,Paid
76,F,59,Self Employed,UK,5160,KY12 0JA,10000,Own,1,7829,Paid
28,F,7,Self Employed,UK,4520,N16 9AL,28500,Rent,0,24421,Paid
79,F,41,Unemployed,UK,7670,TQ2 6UG,53000,Own,0,33742,Paid
47,M,2,Employed,UK,410,E11 1JX,53000,Rent,2,14832,Paid
21,F,4,Self Employed,UK,4890,TW9 4DN,38500,Mortgage,1,19318,Paid
20,M,1,Employed,UK,3460,BT34 5BL,14000,Own,1,13546,Paid
34,F,10,Self Employed,UK,6280,G12 9SP,54000,Own,3,49548,Defaulted
60,F,24,Employed,UK,4190,LA23 2EZ,32500,Rent,0,19317,Defaulted
45,F,5,Self Employed,UK,680,NN6 0HA,45500,Own,1,24104,Paid
45,F,20,Unemployed,UK,3000,YO26 8AS,53500,Rent,0,51021,Paid
83,M,48,Self Employed,UK,1220,HA6 1RQ,44500,Mortgage,0,27959,Paid
82,F,29,Self Employed,UK,650,SW16 2AW,53500,Mortgage,0,30856,Defaulted
67,M,33,Self Employed,UK,9330,HP9 2LZ,47500,Own,1,5696,Paid
44,F,3,Self Employed,UK,4200,RH20 2DW,40000,Rent,0,7676,Paid
49,M,30,Employed,UK,2740,SM1 4PF,34500,Mortgage,3,21270,Paid
37,M,14,Self Employed,UK,6470,BT34 4NP,43500,Mortgage,1,23900,Paid
62,M,35,Self Employed,UK,180,NW6 6SL,39000,Mortgage,0,10832,Defaulted
85,F,18,Unemployed,UK,1690,NG31 8DW,16000,Own,1,10054,Paid
79,M,25,Self Employed,UK,150,LS21 1HL,52000,Mortgage,0,18079,Paid
53,M,9,Self Employed,UK,40,SW14 7PH,35500,Mortgage,0,27599,Paid
43,M,18,Employed,UK,500,BR2 8QA,22500,Mortgage,3,21901,Defaulted
68,M,25,Employed,UK,9460,IV55 8GB,14500,Own,2,2218,Defaulted
62,F,14,Unemployed,UK,1200,LL43 2AR,28500,Rent,0,10357,Paid
75,M,54,Self Employed,UK,4440,BT19 1YS,46000,Own,3,16940,Defaulted
82,F,36,Self Employed,UK,4590,N4 2BE,34500,Own,3,6532,Paid
64,M,32,Employed,UK,1490,PA2 9PT,12500,Rent,2,3770,Paid
74,F,48,Self Employed,UK,770,SO43 7DT,23000,Own,0,14541,Paid
57,M,22,Self Employed,UK,6550,DD9 6LF,54500,Own,0,520,Paid
40,F,6,Employed,UK,3650,BT21 0DG,35500,Own,2,27001,Paid
35,M,9,Self Employed,UK,1400,BR2 6HW,33000,Own,2,17267,Defaulted
21,F,4,Self Employed,UK,1200,RM14 2AF,35500,Own,3,29023,Defaulted
68,M,5,Self Employed,UK,2130,W4 3BZ,34000,Mortgage,3,32574,Defaulted
46,M,2,Self Employed,UK,2300,NG22 8TX,29500,Mortgage,1,8007,Defaulted
41,M,16,Self Employed,UK,8720,EH4 2DG,52000,Own,2,30255,Defaulted
31,F,8,Employed,UK,1600,E2 7NQ,53000,Own,3,32584,Defaulted
67,F,36,Self Employed,UK,140,PL1 4QP,17500,Rent,0,10647,Paid
28,M,4,Self Employed,UK,870,BT9 5NA,36500,Mortgage,0,32900,Paid
49,M,4,Self Employed,UK,4340,TQ8 8NF,50000,Own,1,26570,Defaulted
88,M,37,Unemployed,UK,360,BT9 6LQ,33500,Own,1,21526,Paid
87,F,36,Employed,UK,160,BT31 9HQ,18500,Own,3,15058,Defaulted
66,M,35,Self Employed,UK,7170,NW11 6AT,25500,Mortgage,0,19229,Paid
20,F,1,Unemployed,UK,3100,AB56 1BH,23000,Mortgage,0,3507,Defaulted
78,F,58,Unemployed,UK,830,CV8 1RJ,31500,Own,3,30069,Defaulted
23,M,4,Self Employed,UK,20,PR7 2FD,51500,Mortgage,1,9058,Paid
20,M,1,Employed,UK,2760,W12 9EZ,41000,Mortgage,1,23398,Paid
67,F,49,Self Employed,UK,7350,HU11 4AH,39000,Own,0,24718,Paid
67,M,49,Employed,UK,1860,ME15 8QW,45000,Own,0,2148,Paid
72,M,3,Employed,UK,2050,CV37 9BL,23500,Own,0,21163,Paid
28,M,1,Employed,UK,2360,BT34 5PQ,50500,Mortgage,0,31819,Defaulted
62,M,17,Self Employed,UK,7200,DA16 1BD,25000,Rent,0,17061,Paid
28,F,2,Employed,UK,9020,BT4 3JW,25000,Rent,3,24065,Defaulted
61,M,19,Self Employed,UK,9100,IP6 8PD,27000,Rent,0,4917,Paid
53,F,23,Employed,UK,1560,GU1 4DF,43500,Mortgage,0,43363,Paid
80,M,40,Unemployed,UK,8800,CT20 2JR,54000,Own,2,1142,Defaulted
25,M,2,Self Employed,UK,10,SG2 7QA,27000,Own,2,20671,Defaulted
89,M,37,Employed,UK,8100,FK15 9HB,32500,Mortgage,1,28292,Defaulted
43,M,14,Self Employed,UK,40,SL4 3JH,28500,Own,3,10003,Defaulted
62,M,30,Unemployed,UK,1920,SW10 0RL,49500,Own,2,13204,Paid
81,M,58,Employed,UK,2620,IM7 5EX,20000,Mortgage,1,14218,Defaulted
61,M,21,Self Employed,UK,660,BT67 0NA,50000,Rent,0,13624,Paid
